Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28079 Madrid;2807913 Madrid distrito 13;2807913194 Madrid sección 13194;Mediana de la renta por unidad de consumo;2022;13.650
28079 Madrid;2807913 Madrid distrito 13;2807913194 Madrid sección 13194;Renta bruta media por persona;2022;12.771
28079 Madrid;2807913 Madrid distrito 13;2807913194 Madrid sección 13194;Renta bruta media por hogar;2022;30.446
28079 Madrid;2807913 Madrid distrito 13;2807913195 Madrid sección 13195;Renta neta media por persona;2022;12.488
28079 Madrid;2807913 Madrid distrito 13;2807913195 Madrid sección 13195;Renta neta media por hogar;2022;30.999
28079 Madrid;2807913 Madrid distrito 13;2807913195 Madrid sección 13195;Media de la renta por unidad de consumo;2022;17.824
28079 Madrid;2807913 Madrid distrito 13;2807913195 Madrid sección 13195;Mediana de la renta por unidad de consumo;2022;15.050
28079 Madrid;2807913 Madrid distrito 13;2807913195 Madrid sección 13195;Renta bruta media por persona;2022;14.869
28079 Madrid;2807913 Madrid distrito 13;2807913195 Madrid sección 13195;Renta bruta media por hogar;2022;36.909
28079 Madrid;2807913 Madrid distrito 13;2807913196 Madrid sección 13196;Renta neta media por persona;2022;11.479
28079 Madrid;2807913 Madrid distrito 13;2807913196 Madrid sección 13196;Renta neta media por hogar;2022;30.835
28079 Madrid;2807913 Madrid distrito 13;2807913196 Madrid sección 13196;Media de la renta por unidad de consumo;2022;16.803
28079 Madrid;2807913 Madrid distrito 13;2807913196 Madrid sección 13196;Mediana de la renta por unidad de consumo;2022;15.050
28079 Madrid;2807913 Madrid distrito 13;2807913196 Madrid sección 13196;Renta bruta media por persona;2022;13.621
28079 Madrid;2807913 Madrid distrito 13;2807913196 Madrid sección 13196;Renta bruta media por hogar;2022;36.588
28079 Madrid;2807913 Madrid distrito 13;2807913197 Madrid sección 13197;Renta neta media por persona;2022;10.569
28079 Madrid;2807913 Madrid distrito 13;2807913197 Madrid sección 13197;Renta neta media por hogar;2022;27.874
28079 Madrid;2807913 Madrid distrito 13;2807913197 Madrid sección 13197;Media de la renta por unidad de consumo;2022;15.476
28079 Madrid;2807913 Madrid distrito 13;2807913197 Madrid sección 13197;Mediana de la renta por unidad de consumo;2022;13.650
28079 Madrid;2807913 Madrid distrito 13;2807913197 Madrid sección 13197;Renta bruta media por persona;2022;12.422
28079 Madrid;2807913 Madrid distrito 13;2807913197 Madrid sección 13197;Renta bruta media por hogar;2022;32.761
28079 Madrid;2807913 Madrid distrito 13;2807913198 Madrid sección 13198;Renta neta media por persona;2022;12.514
28079 Madrid;2807913 Madrid distrito 13;2807913198 Madrid sección 13198;Renta neta media por hogar;2022;32.864
28079 Madrid;2807913 Madrid distrito 13;2807913198 Madrid sección 13198;Media de la renta por unidad de consumo;2022;18.423
28079 Madrid;2807913 Madrid distrito 13;2807913198 Madrid sección 13198;Mediana de la renta por unidad de consumo;2022;17.150
28079 Madrid;2807913 Madrid distrito 13;2807913198 Madrid sección 13198;Renta bruta media por persona;2022;14.557
28079 Madrid;2807913 Madrid distrito 13;2807913198 Madrid sección 13198;Renta bruta media por hogar;2022;38.231
28079 Madrid;2807913 Madrid distrito 13;2807913199 Madrid sección 13199;Renta neta media por persona;2022;16.392
28079 Madrid;2807913 Madrid distrito 13;2807913199 Madrid sección 13199;Renta neta media por hogar;2022;43.505
28079 Madrid;2807913 Madrid distrito 13;2807913199 Madrid sección 13199;Media de la renta por unidad de consumo;2022;23.919
28079 Madrid;2807913 Madrid distrito 13;2807913199 Madrid sección 13199;Mediana de la renta por unidad de consumo;2022;23.450
28079 Madrid;2807913 Madrid distrito 13;2807913199 Madrid sección 13199;Renta bruta media por persona;2022;19.793
28079 Madrid;2807913 Madrid distrito 13;2807913199 Madrid sección 13199;Renta bruta media por hogar;2022;52.532
28079 Madrid;2807913 Madrid distrito 13;2807913200 Madrid sección 13200;Renta neta media por persona;2022;11.204
28079 Madrid;2807913 Madrid distrito 13;2807913200 Madrid sección 13200;Renta neta media por hogar;2022;29.319
28079 Madrid;2807913 Madrid distrito 13;2807913200 Madrid sección 13200;Media de la renta por unidad de consumo;2022;16.558
28079 Madrid;2807913 Madrid distrito 13;2807913200 Madrid sección 13200;Mediana de la renta por unidad de consumo;2022;15.050
28079 Madrid;2807913 Madrid distrito 13;2807913200 Madrid sección 13200;Renta bruta media por persona;2022;12.954
28079 Madrid;2807913 Madrid distrito 13;2807913200 Madrid sección 13200;Renta bruta media por hogar;2022;33.899
28079 Madrid;2807913 Madrid distrito 13;2807913201 Madrid sección 13201;Renta neta media por persona;2022;11.110
28079 Madrid;2807913 Madrid distrito 13;2807913201 Madrid sección 13201;Renta neta media por hogar;2022;29.692
28079 Madrid;2807913 Madrid distrito 13;2807913201 Madrid sección 13201;Media de la renta por unidad de consumo;2022;16.629
28079 Madrid;2807913 Madrid distrito 13;2807913201 Madrid sección 13201;Mediana de la renta por unidad de consumo;2022;15.750
28079 Madrid;2807913 Madrid distrito 13;2807913201 Madrid sección 13201;Renta bruta media por persona;2022;12.657
28079 Madrid;2807913 Madrid distrito 13;2807913201 Madrid sección 13201;Renta bruta media por hogar;2022;33.826
28079 Madrid;2807913 Madrid distrito 13;2807913202 Madrid sección 13202;Renta neta media por persona;2022;15.452
28079 Madrid;2807913 Madrid distrito 13;2807913202 Madrid sección 13202;Renta neta media por hogar;2022;36.453
28079 Madrid;2807913 Madrid distrito 13;2807913202 Madrid sección 13202;Media de la renta por unidad de consumo;2022;22.046
28079 Madrid;2807913 Madrid distrito 13;2807913202 Madrid sección 13202;Mediana de la renta por unidad de consumo;2022;20.650
28079 Madrid;2807913 Madrid distrito 13;2807913202 Madrid sección 13202;Renta bruta media por persona;2022;18.490
28079 Madrid;2807913 Madrid distrito 13;2807913202 Madrid sección 13202;Renta bruta media por hogar;2022;43.620
28079 Madrid;2807913 Madrid distrito 13;2807913203 Madrid sección 13203;Renta neta media por persona;2022;18.302
28079 Madrid;2807913 Madrid distrito 13;2807913203 Madrid sección 13203;Renta neta media por hogar;2022;46.651
28079 Madrid;2807913 Madrid distrito 13;2807913203 Madrid sección 13203;Media de la renta por unidad de consumo;2022;26.809
28079 Madrid;2807913 Madrid distrito 13;2807913203 Madrid sección 13203;Mediana de la renta por unidad de consumo;2022;24.850
28079 Madrid;2807913 Madrid distrito 13;2807913203 Madrid sección 13203;Renta bruta media por persona;2022;22.548
28079 Madrid;2807913 Madrid distrito 13;2807913203 Madrid sección 13203;Renta bruta media por hogar;2022;57.475
28079 Madrid;2807913 Madrid distrito 13;2807913204 Madrid sección 13204;Renta neta media por persona;2022;16.577
28079 Madrid;2807913 Madrid distrito 13;2807913204 Madrid sección 13204;Renta neta media por hogar;2022;43.039
28079 Madrid;2807913 Madrid distrito 13;2807913204 Madrid sección 13204;Media de la renta por unidad de consumo;2022;24.229
28079 Madrid;2807913 Madrid distrito 13;2807913204 Madrid sección 13204;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807913 Madrid distrito 13;2807913204 Madrid sección 13204;Renta bruta media por persona;2022;20.260
28079 Madrid;2807913 Madrid distrito 13;2807913204 Madrid sección 13204;Renta bruta media por hogar;2022;52.601
28079 Madrid;2807913 Madrid distrito 13;2807913205 Madrid sección 13205;Renta neta media por persona;2022;15.629
28079 Madrid;2807913 Madrid distrito 13;2807913205 Madrid sección 13205;Renta neta media por hogar;2022;41.060
28079 Madrid;2807913 Madrid distrito 13;2807913205 Madrid sección 13205;Media de la renta por unidad de consumo;2022;23.000
28079 Madrid;2807913 Madrid distrito 13;2807913205 Madrid sección 13205;Mediana de la renta por unidad de consumo;2022;22.050
28079 Madrid;2807913 Madrid distrito 13;2807913205 Madrid sección 13205;Renta bruta media por persona;2022;18.997
28079 Madrid;2807913 Madrid distrito 13;2807913205 Madrid sección 13205;Renta bruta media por hogar;2022;49.907
28079 Madrid;2807913 Madrid distrito 13;2807913206 Madrid sección 13206;Renta neta media por persona;2022;11.633
28079 Madrid;2807913 Madrid distrito 13;2807913206 Madrid sección 13206;Renta neta media por hogar;2022;29.632
28079 Madrid;2807913 Madrid distrito 13;2807913206 Madrid sección 13206;Media de la renta por unidad de consumo;2022;16.606
28079 Madrid;2807913 Madrid distrito 13;2807913206 Madrid sección 13206;Mediana de la renta por unidad de consumo;2022;14.350
28079 Madrid;2807913 Madrid distrito 13;2807913206 Madrid sección 13206;Renta bruta media por persona;2022;13.604
28079 Madrid;2807913 Madrid distrito 13;2807913206 Madrid sección 13206;Renta bruta media por hogar;2022;34.653
28079 Madrid;2807913 Madrid distrito 13;2807913207 Madrid sección 13207;Renta neta media por persona;2022;17.322
28079 Madrid;2807913 Madrid distrito 13;2807913207 Madrid sección 13207;Renta neta media por hogar;2022;45.490
28079 Madrid;2807913 Madrid distrito 13;2807913207 Madrid sección 13207;Media de la renta por unidad de consumo;2022;25.632
28079 Madrid;2807913 Madrid distrito 13;2807913207 Madrid sección 13207;Mediana de la renta por unidad de consumo;2022;24.150
28079 Madrid;2807913 Madrid distrito 13;2807913207 Madrid sección 13207;Renta bruta media por persona;2022;21.487
28079 Madrid;2807913 Madrid distrito 13;2807913207 Madrid sección 13207;Renta bruta media por hogar;2022;56.426
28079 Madrid;2807913 Madrid distrito 13;2807913208 Madrid sección 13208;Renta neta media por persona;2022;16.598
28079 Madrid;2807913 Madrid distrito 13;2807913208 Madrid sección 13208;Renta neta media por hogar;2022;45.064
28079 Madrid;2807913 Madrid distrito 13;2807913208 Madrid sección 13208;Media de la renta por unidad de consumo;2022;24.566
28079 Madrid;2807913 Madrid distrito 13;2807913208 Madrid sección 13208;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807913 Madrid distrito 13;2807913208 Madrid sección 13208;Renta bruta media por persona;2022;20.180
28079 Madrid;2807913 Madrid distrito 13;2807913208 Madrid sección 13208;Renta bruta media por hogar;2022;54.787
28079 Madrid;2807913 Madrid distrito 13;2807913209 Madrid sección 13209;Renta neta media por persona;2022;15.314
28079 Madrid;2807913 Madrid distrito 13;2807913209 Madrid sección 13209;Renta neta media por hogar;2022;40.289
28079 Madrid;2807913 Madrid distrito 13;2807913209 Madrid sección 13209;Media de la renta por unidad de consumo;2022;23.520
28079 Madrid;2807913 Madrid distrito 13;2807913209 Madrid sección 13209;Mediana de la renta por unidad de consumo;2022;21.350
28079 Madrid;2807913 Madrid distrito 13;2807913209 Madrid sección 13209;Renta bruta media por persona;2022;19.479
28079 Madrid;2807913 Madrid distrito 13;2807913209 Madrid sección 13209;Renta bruta media por hogar;2022;51.248
28079 Madrid;2807913 Madrid distrito 13;2807913210 Madrid sección 13210;Renta neta media por persona;2022;11.073
28079 Madrid;2807913 Madrid distrito 13;2807913210 Madrid sección 13210;Renta neta media por hogar;2022;30.154
28079 Madrid;2807913 Madrid distrito 13;2807913210 Madrid sección 13210;Media de la renta por unidad de consumo;2022;16.459
28079 Madrid;2807913 Madrid distrito 13;2807913210 Madrid sección 13210;Mediana de la renta por unidad de consumo;2022;15.750
28079 Madrid;2807913 Madrid distrito 13;2807913210 Madrid sección 13210;Renta bruta media por persona;2022;12.784
28079 Madrid;2807913 Madrid distrito 13;2807913210 Madrid sección 13210;Renta bruta media por hogar;2022;34.813
28079 Madrid;2807913 Madrid distrito 13;2807913211 Madrid sección 13211;Renta neta media por persona;2022;13.156
28079 Madrid;2807913 Madrid distrito 13;2807913211 Madrid sección 13211;Renta neta media por hogar;2022;38.911
28079 Madrid;2807913 Madrid distrito 13;2807913211 Madrid sección 13211;Media de la renta por unidad de consumo;2022;19.755
28079 Madrid;2807913 Madrid distrito 13;2807913211 Madrid sección 13211;Mediana de la renta por unidad de consumo;2022;19.250
28079 Madrid;2807913 Madrid distrito 13;2807913211 Madrid sección 13211;Renta bruta media por persona;2022;15.786
28079 Madrid;2807913 Madrid distrito 13;2807913211 Madrid sección 13211;Renta bruta media por hogar;2022;46.690
28079 Madrid;2807913 Madrid distrito 13;2807913212 Madrid sección 13212;Renta neta media por persona;2022;16.991
28079 Madrid;2807913 Madrid distrito 13;2807913212 Madrid sección 13212;Renta neta media por hogar;2022;41.894
28079 Madrid;2807913 Madrid distrito 13;2807913212 Madrid sección 13212;Media de la renta por unidad de consumo;2022;24.430
28079 Madrid;2807913 Madrid distrito 13;2807913212 Madrid sección 13212;Mediana de la renta por unidad de consumo;2022;20.650
28079 Madrid;2807913 Madrid distrito 13;2807913212 Madrid sección 13212;Renta bruta media por persona;2022;20.278
28079 Madrid;2807913 Madrid distrito 13;2807913212 Madrid sección 13212;Renta bruta media por hogar;2022;49.999
28079 Madrid;2807913 Madrid distrito 13;2807913213 Madrid sección 13213;Renta neta media por persona;2022;13.829
28079 Madrid;2807913 Madrid distrito 13;2807913213 Madrid sección 13213;Renta neta media por hogar;2022;36.255
28079 Madrid;2807913 Madrid distrito 13;2807913213 Madrid sección 13213;Media de la renta por unidad de consumo;2022;20.111
28079 Madrid;2807913 Madrid distrito 13;2807913213 Madrid sección 13213;Mediana de la renta por unidad de consumo;2022;19.250
28079 Madrid;2807913 Madrid distrito 13;2807913213 Madrid sección 13213;Renta bruta media por persona;2022;16.473
28079 Madrid;2807913 Madrid distrito 13;2807913213 Madrid sección 13213;Renta bruta media por hogar;2022;43.187
28079 Madrid;2807913 Madrid distrito 13;2807913214 Madrid sección 13214;Renta neta media por persona;2022;8.585
28079 Madrid;2807913 Madrid distrito 13;2807913214 Madrid sección 13214;Renta neta media por hogar;2022;26.176
28079 Madrid;2807913 Madrid distrito 13;2807913214 Madrid sección 13214;Media de la renta por unidad de consumo;2022;13.410
28079 Madrid;2807913 Madrid distrito 13;2807913214 Madrid sección 13214;Mediana de la renta por unidad de consumo;2022;12.950
28079 Madrid;2807913 Madrid distrito 13;2807913214 Madrid sección 13214;Renta bruta media por persona;2022;9.585
28079 Madrid;2807913 Madrid distrito 13;2807913214 Madrid sección 13214;Renta bruta media por hogar;2022;29.226
28079 Madrid;2807913 Madrid distrito 13;2807913215 Madrid sección 13215;Renta neta media por persona;2022;9.915
28079 Madrid;2807913 Madrid distrito 13;2807913215 Madrid sección 13215;Renta neta media por hogar;2022;25.470
28079 Madrid;2807913 Madrid distrito 13;2807913215 Madrid sección 13215;Media de la renta por unidad de consumo;2022;14.380
28079 Madrid;2807913 Madrid distrito 13;2807913215 Madrid sección 13215;Mediana de la renta por unidad de consumo;2022;13.650
28079 Madrid;2807913 Madrid distrito 13;2807913215 Madrid sección 13215;Renta bruta media por persona;2022;11.327
28079 Madrid;2807913 Madrid distrito 13;2807913215 Madrid sección 13215;Renta bruta media por hogar;2022;29.097
28079 Madrid;2807913 Madrid distrito 13;2807913216 Madrid sección 13216;Renta neta media por persona;2022;16.856
28079 Madrid;2807913 Madrid distrito 13;2807913216 Madrid sección 13216;Renta neta media por hogar;2022;40.604
28079 Madrid;2807913 Madrid distrito 13;2807913216 Madrid sección 13216;Media de la renta por unidad de consumo;2022;24.666
28079 Madrid;2807913 Madrid distrito 13;2807913216 Madrid sección 13216;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807913 Madrid distrito 13;2807913216 Madrid sección 13216;Renta bruta media por persona;2022;21.042
28079 Madrid;2807913 Madrid distrito 13;2807913216 Madrid sección 13216;Renta bruta media por hogar;2022;50.688
28079 Madrid;2807913 Madrid distrito 13;2807913217 Madrid sección 13217;Renta neta media por persona;2022;10.670
28079 Madrid;2807913 Madrid distrito 13;2807913217 Madrid sección 13217;Renta neta media por hogar;2022;26.120
28079 Madrid;2807913 Madrid distrito 13;2807913217 Madrid sección 13217;Media de la renta por unidad de consumo;2022;15.326
28079 Madrid;2807913 Madrid distrito 13;2807913217 Madrid sección 13217;Mediana de la renta por unidad de consumo;2022;12.950
28079 Madrid;2807913 Madrid distrito 13;2807913217 Madrid sección 13217;Renta bruta media por persona;2022;12.461
28079 Madrid;2807913 Madrid distrito 13;2807913217 Madrid sección 13217;Renta bruta media por hogar;2022;30.504
28079 Madrid;2807914 Madrid distrito 14;2807914001 Madrid sección 14001;Renta neta media por persona;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914001 Madrid sección 14001;Renta neta media por hogar;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914001 Madrid sección 14001;Media de la renta por unidad de consumo;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914001 Madrid sección 14001;Mediana de la renta por unidad de consumo;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914001 Madrid sección 14001;Renta bruta media por persona;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914001 Madrid sección 14001;Renta bruta media por hogar;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914002 Madrid sección 14002;Renta neta media por persona;2022;12.408
28079 Madrid;2807914 Madrid distrito 14;2807914002 Madrid sección 14002;Renta neta media por hogar;2022;30.163
28079 Madrid;2807914 Madrid distrito 14;2807914002 Madrid sección 14002;Media de la renta por unidad de consumo;2022;17.717
28079 Madrid;2807914 Madrid distrito 14;2807914002 Madrid sección 14002;Mediana de la renta por unidad de consumo;2022;16.450
28079 Madrid;2807914 Madrid distrito 14;2807914002 Madrid sección 14002;Renta bruta media por persona;2022;14.411
28079 Madrid;2807914 Madrid distrito 14;2807914002 Madrid sección 14002;Renta bruta media por hogar;2022;35.033
28079 Madrid;2807914 Madrid distrito 14;2807914003 Madrid sección 14003;Renta neta media por persona;2022;12.743
28079 Madrid;2807914 Madrid distrito 14;2807914003 Madrid sección 14003;Renta neta media por hogar;2022;31.971
28079 Madrid;2807914 Madrid distrito 14;2807914003 Madrid sección 14003;Media de la renta por unidad de consumo;2022;18.502
28079 Madrid;2807914 Madrid distrito 14;2807914003 Madrid sección 14003;Mediana de la renta por unidad de consumo;2022;16.450
28079 Madrid;2807914 Madrid distrito 14;2807914003 Madrid sección 14003;Renta bruta media por persona;2022;15.050
28079 Madrid;2807914 Madrid distrito 14;2807914003 Madrid sección 14003;Renta bruta media por hogar;2022;37.758
28079 Madrid;2807914 Madrid distrito 14;2807914004 Madrid sección 14004;Renta neta media por persona;2022;15.537
28079 Madrid;2807914 Madrid distrito 14;2807914004 Madrid sección 14004;Renta neta media por hogar;2022;38.773
28079 Madrid;2807914 Madrid distrito 14;2807914004 Madrid sección 14004;Media de la renta por unidad de consumo;2022;22.913
28079 Madrid;2807914 Madrid distrito 14;2807914004 Madrid sección 14004;Mediana de la renta por unidad de consumo;2022;22.050
28079 Madrid;2807914 Madrid distrito 14;2807914004 Madrid sección 14004;Renta bruta media por persona;2022;18.655
28079 Madrid;2807914 Madrid distrito 14;2807914004 Madrid sección 14004;Renta bruta media por hogar;2022;46.556
28079 Madrid;2807914 Madrid distrito 14;2807914005 Madrid sección 14005;Renta neta media por persona;2022;15.569
28079 Madrid;2807914 Madrid distrito 14;2807914005 Madrid sección 14005;Renta neta media por hogar;2022;37.211
28079 Madrid;2807914 Madrid distrito 14;2807914005 Madrid sección 14005;Media de la renta por unidad de consumo;2022;22.971
28079 Madrid;2807914 Madrid distrito 14;2807914005 Madrid sección 14005;Mediana de la renta por unidad de consumo;2022;21.350
28079 Madrid;2807914 Madrid distrito 14;2807914005 Madrid sección 14005;Renta bruta media por persona;2022;19.028
28079 Madrid;2807914 Madrid distrito 14;2807914005 Madrid sección 14005;Renta bruta media por hogar;2022;45.478
28079 Madrid;2807914 Madrid distrito 14;2807914006 Madrid sección 14006;Renta neta media por persona;2022;14.555
28079 Madrid;2807914 Madrid distrito 14;2807914006 Madrid sección 14006;Renta neta media por hogar;2022;36.535
28079 Madrid;2807914 Madrid distrito 14;2807914006 Madrid sección 14006;Media de la renta por unidad de consumo;2022;21.488
28079 Madrid;2807914 Madrid distrito 14;2807914006 Madrid sección 14006;Mediana de la renta por unidad de consumo;2022;19.950
28079 Madrid;2807914 Madrid distrito 14;2807914006 Madrid sección 14006;Renta bruta media por persona;2022;17.173
28079 Madrid;2807914 Madrid distrito 14;2807914006 Madrid sección 14006;Renta bruta media por hogar;2022;43.107
28079 Madrid;2807914 Madrid distrito 14;2807914010 Madrid sección 14010;Renta neta media por persona;2022;22.455
28079 Madrid;2807914 Madrid distrito 14;2807914010 Madrid sección 14010;Renta neta media por hogar;2022;59.338
28079 Madrid;2807914 Madrid distrito 14;2807914010 Madrid sección 14010;Media de la renta por unidad de consumo;2022;33.513
28079 Madrid;2807914 Madrid distrito 14;2807914010 Madrid sección 14010;Mediana de la renta por unidad de consumo;2022;31.150
28079 Madrid;2807914 Madrid distrito 14;2807914010 Madrid sección 14010;Renta bruta media por persona;2022;28.163
28079 Madrid;2807914 Madrid distrito 14;2807914010 Madrid sección 14010;Renta bruta media por hogar;2022;74.422
28079 Madrid;2807914 Madrid distrito 14;2807914012 Madrid sección 14012;Renta neta media por persona;2022;15.417
28079 Madrid;2807914 Madrid distrito 14;2807914012 Madrid sección 14012;Renta neta media por hogar;2022;34.434
28079 Madrid;2807914 Madrid distrito 14;2807914012 Madrid sección 14012;Media de la renta por unidad de consumo;2022;21.857
28079 Madrid;2807914 Madrid distrito 14;2807914012 Madrid sección 14012;Mediana de la renta por unidad de consumo;2022;19.950
28079 Madrid;2807914 Madrid distrito 14;2807914012 Madrid sección 14012;Renta bruta media por persona;2022;18.213
28079 Madrid;2807914 Madrid distrito 14;2807914012 Madrid sección 14012;Renta bruta media por hogar;2022;40.680
28079 Madrid;2807914 Madrid distrito 14;2807914013 Madrid sección 14013;Renta neta media por persona;2022;19.879
28079 Madrid;2807914 Madrid distrito 14;2807914013 Madrid sección 14013;Renta neta media por hogar;2022;47.370
28079 Madrid;2807914 Madrid distrito 14;2807914013 Madrid sección 14013;Media de la renta por unidad de consumo;2022;28.822
28079 Madrid;2807914 Madrid distrito 14;2807914013 Madrid sección 14013;Mediana de la renta por unidad de consumo;2022;26.250
28079 Madrid;2807914 Madrid distrito 14;2807914013 Madrid sección 14013;Renta bruta media por persona;2022;24.428
28079 Madrid;2807914 Madrid distrito 14;2807914013 Madrid sección 14013;Renta bruta media por hogar;2022;58.210
28079 Madrid;2807914 Madrid distrito 14;2807914014 Madrid sección 14014;Renta neta media por persona;2022;20.638
28079 Madrid;2807914 Madrid distrito 14;2807914014 Madrid sección 14014;Renta neta media por hogar;2022;46.455
28079 Madrid;2807914 Madrid distrito 14;2807914014 Madrid sección 14014;Media de la renta por unidad de consumo;2022;30.052
28079 Madrid;2807914 Madrid distrito 14;2807914014 Madrid sección 14014;Mediana de la renta por unidad de consumo;2022;27.300
28079 Madrid;2807914 Madrid distrito 14;2807914014 Madrid sección 14014;Renta bruta media por persona;2022;25.825
28079 Madrid;2807914 Madrid distrito 14;2807914014 Madrid sección 14014;Renta bruta media por hogar;2022;58.129
28079 Madrid;2807914 Madrid distrito 14;2807914015 Madrid sección 14015;Renta neta media por persona;2022;19.647
28079 Madrid;2807914 Madrid distrito 14;2807914015 Madrid sección 14015;Renta neta media por hogar;2022;43.709
28079 Madrid;2807914 Madrid distrito 14;2807914015 Madrid sección 14015;Media de la renta por unidad de consumo;2022;27.765
28079 Madrid;2807914 Madrid distrito 14;2807914015 Madrid sección 14015;Mediana de la renta por unidad de consumo;2022;25.550
28079 Madrid;2807914 Madrid distrito 14;2807914015 Madrid sección 14015;Renta bruta media por persona;2022;24.233
28079 Madrid;2807914 Madrid distrito 14;2807914015 Madrid sección 14015;Renta bruta media por hogar;2022;53.911
28079 Madrid;2807914 Madrid distrito 14;2807914016 Madrid sección 14016;Renta neta media por persona;2022;19.163
28079 Madrid;2807914 Madrid distrito 14;2807914016 Madrid sección 14016;Renta neta media por hogar;2022;42.097
28079 Madrid;2807914 Madrid distrito 14;2807914016 Madrid sección 14016;Media de la renta por unidad de consumo;2022;27.258
28079 Madrid;2807914 Madrid distrito 14;2807914016 Madrid sección 14016;Mediana de la renta por unidad de consumo;2022;26.250
28079 Madrid;2807914 Madrid distrito 14;2807914016 Madrid sección 14016;Renta bruta media por persona;2022;23.531
28079 Madrid;2807914 Madrid distrito 14;2807914016 Madrid sección 14016;Renta bruta media por hogar;2022;51.693
28079 Madrid;2807914 Madrid distrito 14;2807914017 Madrid sección 14017;Renta neta media por persona;2022;18.910
28079 Madrid;2807914 Madrid distrito 14;2807914017 Madrid sección 14017;Renta neta media por hogar;2022;44.162
28079 Madrid;2807914 Madrid distrito 14;2807914017 Madrid sección 14017;Media de la renta por unidad de consumo;2022;27.167
28079 Madrid;2807914 Madrid distrito 14;2807914017 Madrid sección 14017;Mediana de la renta por unidad de consumo;2022;26.250
28079 Madrid;2807914 Madrid distrito 14;2807914017 Madrid sección 14017;Renta bruta media por persona;2022;23.349
28079 Madrid;2807914 Madrid distrito 14;2807914017 Madrid sección 14017;Renta bruta media por hogar;2022;54.528
28079 Madrid;2807914 Madrid distrito 14;2807914018 Madrid sección 14018;Renta neta media por persona;2022;17.864
28079 Madrid;2807914 Madrid distrito 14;2807914018 Madrid sección 14018;Renta neta media por hogar;2022;40.502
28079 Madrid;2807914 Madrid distrito 14;2807914018 Madrid sección 14018;Media de la renta por unidad de consumo;2022;25.403
28079 Madrid;2807914 Madrid distrito 14;2807914018 Madrid sección 14018;Mediana de la renta por unidad de consumo;2022;24.150
28079 Madrid;2807914 Madrid distrito 14;2807914018 Madrid sección 14018;Renta bruta media por persona;2022;21.683
28079 Madrid;2807914 Madrid distrito 14;2807914018 Madrid sección 14018;Renta bruta media por hogar;2022;49.160
28079 Madrid;2807914 Madrid distrito 14;2807914019 Madrid sección 14019;Renta neta media por persona;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914019 Madrid sección 14019;Renta neta media por hogar;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914019 Madrid sección 14019;Media de la renta por unidad de consumo;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914019 Madrid sección 14019;Mediana de la renta por unidad de consumo;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914019 Madrid sección 14019;Renta bruta media por persona;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914019 Madrid sección 14019;Renta bruta media por hogar;2022;""
28079 Madrid;2807914 Madrid distrito 14;2807914020 Madrid sección 14020;Renta neta media por persona;2022;18.494
28079 Madrid;2807914 Madrid distrito 14;2807914020 Madrid sección 14020;Renta neta media por hogar;2022;42.166
28079 Madrid;2807914 Madrid distrito 14;2807914020 Madrid sección 14020;Media de la renta por unidad de consumo;2022;26.348
28079 Madrid;2807914 Madrid distrito 14;2807914020 Madrid sección 14020;Mediana de la renta por unidad de consumo;2022;24.150
28079 Madrid;2807914 Madrid distrito 14;2807914020 Madrid sección 14020;Renta bruta media por persona;2022;22.510
28079 Madrid;2807914 Madrid distrito 14;2807914020 Madrid sección 14020;Renta bruta media por hogar;2022;51.323
28079 Madrid;2807914 Madrid distrito 14;2807914021 Madrid sección 14021;Renta neta media por persona;2022;18.253
28079 Madrid;2807914 Madrid distrito 14;2807914021 Madrid sección 14021;Renta neta media por hogar;2022;41.547
28079 Madrid;2807914 Madrid distrito 14;2807914021 Madrid sección 14021;Media de la renta por unidad de consumo;2022;25.821
28079 Madrid;2807914 Madrid distrito 14;2807914021 Madrid sección 14021;Mediana de la renta por unidad de consumo;2022;23.450
28079 Madrid;2807914 Madrid distrito 14;2807914021 Madrid sección 14021;Renta bruta media por persona;2022;22.186
28079 Madrid;2807914 Madrid distrito 14;2807914021 Madrid sección 14021;Renta bruta media por hogar;2022;50.499
28079 Madrid;2807914 Madrid distrito 14;2807914022 Madrid sección 14022;Renta neta media por persona;2022;19.321
28079 Madrid;2807914 Madrid distrito 14;2807914022 Madrid sección 14022;Renta neta media por hogar;2022;44.011
28079 Madrid;2807914 Madrid distrito 14;2807914022 Madrid sección 14022;Media de la renta por unidad de consumo;2022;27.335
